ave_genome_length	ave_tree_depth	ave_tree_nodes	ave_used_codons	first_front	gen	invalids	max_genome_length	max_tree_depth	max_tree_nodes	max_used_codons	min_genome_length	min_tree_depth	min_tree_nodes	min_used_codons	pareto_fronts	runtime_error	time_adjust	time_taken	total_inds	total_time	unique_inds	unused_search	
1116.27	11.81	1089.31	744.31	5	0	0	14523	17	14220	9682	16	7	15	11	16	0	0	1657.9469122886658	100	1657.9469122886658	100	0.0	
1016.12	11.73	950.14	648.92	7	1	66	8982	20	8735	5988	16	7	15	11	16	0	0	175.20672750473022	200	1833.153639793396	134	33.0	
1025.61	12.09	940.73	642.59	8	2	134	8982	20	8735	5988	16	7	15	11	15	0	0	162.60578298568726	300	1995.7594227790833	166	44.666666666666664	
905.75	11.92	806.27	550.83	8	3	195	8982	20	8735	5988	16	7	15	11	14	0	0	187.7016851902008	400	2183.461107969284	205	48.75000000000001	
778.64	11.55	652.22	445.48	4	4	252	8982	20	8735	5988	14	7	19	13	13	0	0	199.80514001846313	500	2383.266247987747	248	50.4	
649.56	11.18	516.93	352.77	4	5	310	8982	19	8735	5988	14	7	20	14	11	0	0	209.8764672279358	600	2593.142715215683	289	51.83333333333333	
604.89	10.98	448.15	305.59	5	6	365	8982	19	8735	5988	14	7	15	11	10	0	0	217.44571352005005	700	2810.588428735733	334	52.285714285714285	
447.55	10.66	268.08	182.56	8	7	412	4123	19	4022	2749	14	8	15	11	10	0	0	232.01681804656982	800	3042.605246782303	385	51.875	
434.03	10.62	244.6	166.42	8	8	456	4123	19	4022	2749	14	8	15	11	9	0	0	248.611013174057	900	3291.21625995636	438	51.33333333333333	
419.61	10.94	253.58	172.39	11	9	498	4123	19	4022	2749	14	8	30	21	10	0	0	270.6581554412842	1000	3561.874415397644	494	50.6	
